Filename	Comment	Actual	Predicted
repos/libpng-code/pngread.c	"8-bit or 16-bit PNG with two channels - gray and alpha.  A minimum
          * of 65536 combinations.  If, however, the alpha channel is to be
          * removed there are only 256 possibilities if the background is gray.
          * (Otherwise there is a subset of the 65536 possibilities defined by
          * the triangle between black, white and the background color.)
          *
          * Reduce 16-bit files to 8-bit and sRGB encode the result.  No need to
          * worry about tRNS matching - tRNS is ignored if there is an alpha
          * channel."	2	2
curl/tests/server/rtspd.c/rtspd.c	ignore SIGPIPE signal	1	2
repos/libpng-code/pngwrite.c	from fclose	1	1
repos/libpng-code/pngwutil.c	Offset to next interlace block in the y direction	2	2
repos/server_mariadb/extra/readline/complete.c	"An initial implementation of a menu completion function a la tcsh.  The
   first time (if the last readline command was not rl_menu_complete), we
   generate the list of matches.  This code is very similar to the code in
   rl_complete_internal -- there should be a way to combine the two.  Then,
   for each item in the list of matches, we insert the match in an undoable
   fashion, with the appropriate character appended (this happens on the
   second and subsequent consecutive calls to rl_menu_complete).  When we
   hit the end of the match list, we restore the original unmatched text,
   ring the bell, and reset the counter to zero."	0	0
repos/server_mariadb/extra/readline/bind.c	"Since this is going to be used to write out keysequence-function
     pairs for possible inclusion in an inputrc file, we don't want to
     do any special meta processing on KEY."	2	2
repos/server_mariadb/extra/mariabackup/innobackupex.cc	*******************************************************************	0	0
curl/lib/formdata.c/formdata.c	get the upcoming option from the given array	2	2
repos/dealii/source/fe/fe_q_bubbles.cc	We don't use the bubble functions for local interpolation	2	2
curl/lib/x509asn1.c/x509asn1.c	Latch CN.	1	1
repos/dealii/source/dofs/dof_tools_constraints.cc	codim=	0	0
PLplot/src/pltick.c/pltick.c	Minor tick	2	2
PLplot/src/plot3d.c/plot3d.c	"we're transforming from Fast/Slow coordinates to x/y coordinates
note, these are the indices, not the values"	2	2
repos/libpng-code/contrib/tools/pngfix.c	Is the chunk critical?	0	0
repos/dealii/source/dofs/dof_handler_policy.cc	"next the sides. do the same as above: check whether the
line is already numbered for the present fe_index, and if
not do it"	2	2
PLplot/src/plbox.c/plbox.c	"more space to clear labels in ""v"" mode"	2	2
repos/server_mariadb/extra/readline/text.c	"Transpose the words at point.  If point is at the end of the line,
   transpose the two words before point."	2	2
PLplot/src/plargs.c/plargs.c	"--------------------------------------------------------------------------
opt_geo()

! Performs appropriate action for option ""geo"": Set geometry for
! output window, i.e., ""-geometry WIDTHxHEIGHT+XOFF+YOFF"" where
! WIDTHxHEIGHT, +XOFF+YOFF, or both must be present, and +XOFF+YOFF
! stands for one of the four combinations +XOFF+YOFF, +XOFF-YOFF,
! -XOFF+YOFF, and -XOFF-YOFF.  Some examples are the following:
! -geometry 400x300, -geometry -100+200, and -geometry 400x300-100+200.
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Plot geometry descriptor.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------"	1	2
curl/tests/server/sws.c/sws.c	secondary tunnel not established	2	2
repos/server_mariadb/extra/readline/readline.c	HAVE_SYS_FILE_H	0	0
repos/server_mariadb/extra/readline/readline.c	****************************************************************	0	0
repos/server_mariadb/extra/mariabackup/backup_mysql.cc	we still want to continue the backup	2	1
curl/lib/x509asn1.c/x509asn1.c	Process timezone.	1	1
PLplot/src/plstripc.c/plstripc.c	x axis specification	2	1
repos/dealii/source/fe/fe_q.cc	namespace internal	1	1
repos/dealii/source/numerics/data_out_faces.cc	increment the counter for the actual data record	2	2
repos/server_mariadb/extra/readline/terminal.c	Controlling the Cursor	0	0
repos/libpng-code/pngwrite.c	Intrapixel differencing	1	1
repos/dealii/source/dofs/dof_tools.cc	Compactify dof count	1	1
repos/dealii/source/fe/fe_nedelec_sz.cc	compute all points we must evaluate the 1d polynomials at:	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	!for background	1	1
repos/server_mariadb/extra/readline/complete.c	Found matching close.  Abandon this substring.	2	2
curl/tests/server/sockfilt.c/sockfilt.c	wait for one of the internal handles to trigger	2	2
PLplot/src/plbox.c/plbox.c	"vpwxmi always numerically less than vpwxma, and
similarly for vpwymi"	2	2
PLplot/src/plbox.c/plbox.c	Write label(s) for horizontal axes.	2	2
curl/lib/curl_sasl.c/curl_sasl.c	No the authentication mechanism used	2	2
curl/tests/server/tftpd.c/tftpd.c	flush it	0	0
repos/libpng-code/contrib/tools/pngfix.c	found a too-far-back error	1	1
repos/libpng-code/contrib/libtests/pngstest.c	default: not required	2	2
repos/dealii/source/fe/fe_nothing.cc	source_fe	0	0
repos/dealii/source/dofs/dof_handler_policy.cc	"*
         * The part of the renumber_dofs() functionality that is dimension
         * independent because it renumbers the DoF indices on cell interiors
         * (which exist for all dimensions).
         *
         * See renumber_dofs() for the meaning of the arguments."	2	2
PLplot/src/plargs.c/plargs.c	"--------------------------------------------------------------------------
opt_width()

! Performs appropriate action for option ""width"":
! Sets pen width
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Plot pen width.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------"	2	2
repos/dealii/source/fe/fe_dgp.cc	all shape functions have support on all faces	1	1
repos/server_mariadb/extra/readline/text.c	"Copyright (C) 1987-2005 Free Software Foundation, Inc.

   This file is part of the GNU Readline Library, a library for
   reading lines of text with interactive input and history editing.

   The GNU Readline Library is free software; you can redistribute it
   and/or modify it under the terms of the GNU General Public License
   as published by the Free Software Foundation; either version 2, or
   (at your option) any later version.

   The GNU Readline Library is distributed in the hope that it will be
   useful, but WITHOUT ANY WARRANTY; without even the implied warranty
   of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
   GNU General Public License for more details.

   The GNU General Public License is often shipped with GNU software, and
   is generally kept in a file called COPYING or LICENSE.  If you do not
   have a copy of the license, write to the Free Software Foundation,
   51 Franklin Street, Fifth Floor, Boston, MA  02110-1335  USA."	0	2
curl/src/tool_getparam.c/tool_getparam.c	--socks4 specifies a socks4 proxy to use	2	2
repos/dealii/source/fe/mapping_q_generic.cc	f'(x)	0	0
curl/lib/doh.c/doh.c	storage area for this info	2	2
curl/tests/libtest/lib1564.c/lib1564.c	try lots of wakeup	1	1
curl/tests/server/rtspd.c/rtspd.c	"If the client is passing this Digest-header, we set the part number
       to 1000. Not only to spice up the complexity of this, but to make
       Digest stuff to work in the test suite."	1	1
repos/libpng-code/contrib/libtests/pngvalid.c	SAFE	0	0
repos/server_mariadb/extra/readline/history.c	"Returns the magic number which says what history element we are
   looking at now.  In this implementation, it returns history_offset."	2	2
curl/src/tool_getparam.c/tool_getparam.c	--post302	0	0
PLplot/src/plbox.c/plbox.c	Extra space for superscript	2	2
repos/dealii/source/fe/fe_q_base.cc	face_orientation=true,  face_flip=true,  face_rotation=false	0	0
repos/server_mariadb/extra/mariabackup/ds_buffer.cc	Change the default buffer size	0	0
repos/libpng-code/contrib/tools/pngfix.c	"Zero length IDAT chunks are permitted, so the length
                         * here may be 0."	2	2
repos/server_mariadb/extra/readline/histexpand.c	If a word specifier is found, then do what that requires.	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	"Validate the colour type 3 palette (this can be present on other color
    * types.)"	2	2
PLplot/src/plfill.c/plfill.c	"

Follow polygon 1 (checking intersections with polygon 2 for each
segment of polygon 1) until you have accumulated two
intersections with polygon 2.  Here is an ascii-art illustration
of the situation.


2???2

2       2

--- 1    1
1            2         1      1 ...
X
1
X
2
1         1
1
2
2
2???2


""1"" marks polygon 1 vertices, ""2"" marks polygon 2 vertices, ""X""
marks the intersections, ""---"" stands for part of polygon 1
that has been previously searched for all possible intersections
from index 0, and ""..."" means polygon 1 continues
with more potential intersections above and/or below this diagram
before it finally hooks back to connect with the index 0 vertex.
""2???2"" stands for parts of polygon 2 that must connect with each other
(since the polygon 1 path between the two intersections is
known to be free of intersections.)

Polygon 2 is split at the boundary defined by the two
intersections and all (in this case three) polygon 1 vertices
between the two intersections for the next recursion level.  We
absolutely know for that boundary that no more intersections can
occur (both polygon 1 and polygon 2 are guaranteed not to
self-intersect) so we mark the status of those vertices with that
information so those polygon 2 split vertices will not be used to
search for further intersections at deeper recursion levels.
Note, we know nothing about whether the remaining ""2???2"" parts of the
split polygon 2 intersect with polygon 1 or not so those will
continued to be searched at deeper recursion levels. At the same
time, we absolutely know that the part of polygon 1 to the left of
rightmost x down to and including index 0 cannot yield more
intersections with any split of polygon 2 so we adjust the lower
limit of polygon 1 to be used for intersection searches at deeper
recursion levels.  The result should be that at sufficiently deep
recursion depth we always end up with the case that there are no
intersections to be found between polygon 1 and some polygon 2
split, and in that case we move on to the end phase below.
"	2	2
repos/server_mariadb/extra/readline/isearch.c	"The characters in isearch_terminators (set from the user-settable
     variable isearch-terminators) are used to terminate the search but
     not subsequently execute the character as a command.  The default
     value is ""\033\012"" (ESC and C-J)."	2	0
repos/dealii/source/fe/mapping.cc	---------------------------- InternalDataBase ---------------------------	0	0
repos/libpng-code/pngset.c	Calculate an appropriate max_text, checking for overflow.	1	1
repos/dealii/source/dofs/dof_tools.cc	"store a flag whether we should care about different components. this
is just a simplification, we could ask for this at every single
place equally well"	2	2
curl/lib/ftplistparser.c/ftplistparser.c	now place where is symlink following	1	2
repos/server_mariadb/extra/mariabackup/backup_copy.cc	"***********************************************************************
Holds the state needed to copy single data file."	0	0
repos/server_mariadb/extra/readline/undo.c	****************************************************************	0	0
