"File name","Comment Id","Comment Text","Comment Tokens","Comment scope","Prog.dom matches (comm.)","Prob.dom matches (comm.)","Identifier symbol","Identifier type","Identifier tokens","Identifier scopes","prog.dom matches (id)","prob. dom matches (id)","prog.dom matches (comm+id)","prob. dom matches (comm+id)","Symbol ids"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",11,"Turn on CPU timing
#define PNGTEST_TIMING","turn ||| cpu ||| timing ||| define ||| pngtest_timing ||| ","109: 140","","","tIME_chunk_present ||| tIME_string ||| ""tIME chunk is not present""","VarDecl : int ||| VarDecl : char [29] ||| StringLiteral : char [29]","t IME chunk present ||| t IME string ||| ""t IME chunk is not present""","124: 124 ||| 125: 125 ||| 125: 125"," ||| string : Data-Structure and its Components ||| ","chunk |||  ||| ","","","2200960252314 ||| 2202261061459 ||| 2203214525921"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",12,"older libpng","older ||| libpng ||| ","141: 141","","libpng","","","","","","","","",""
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",13,"chunk unsupported by libpng in input","chunk ||| unsupported ||| libpng ||| input ||| ","148: 148","['input', 'Operations as part of Algorithms']","chunk ||| libpng","unsupported_chunks","VarDecl : int","unsupported chunks","148: 148","","","","","2203912934297"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",14,"count calls to png_error","count ||| calls ||| png_error ||| ","149: 149","['count', 'Operations as part of Algorithms']","png_error","error_count","VarDecl : int","error count","149: 149","error : Time Complexity / Space Complexity/ Memory/ Exception | count : Operations as part of Algorithms","","","","2201609301096"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",15,"count calls to png_warning","count ||| calls ||| png_warning ||| ","150: 150","['count', 'Operations as part of Algorithms']","","warning_count","VarDecl : int","warning count","150: 150","count : Operations as part of Algorithms","","count","","2201345776584"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",16,"Define png_jmpbuf() in case we are using a pre-1.0.6 version of libpng","define ||| png_jmpbuf ||| case ||| using ||| pre-1 ||| 0 ||| 6 ||| version ||| libpng ||| ","152: 156","['case', 'Operations as part of Algorithms']","libpng","","","","","","","","",""
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",17,"Defines for unknown chunk handling if required.","defines ||| for ||| unknown ||| chunk ||| handling ||| if ||| required ||| ","157: 164","['for', 'Operations as part of Algorithms']  ['if', 'Operations as part of Algorithms']","chunk","","","","","","","","",""
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",18,"Utility to save typing/errors, the argument must be a name","utility ||| save ||| typing ||| errors ||| argument ||| must ||| name ||| ","165: 167","['utility', 'Properties of Datastructure / Function / Blocks']  ['argument', 'Data-Structure and its Components']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",19,"Example of using row callbacks to make a simple progress meter","example ||| using ||| row ||| callbacks ||| make ||| simple ||| progress ||| meter ||| ","168: 209","['make', 'Time Complexity / Space Complexity/ Memory/ Exception']  ['progress', 'Operations as part of Data structure']","","status_pass ||| status_dots_requested ||| status_dots ||| ""\n Pass %d: "" ||| ""\n         "" ||| ""r"" ||| ""w"" ||| png_structp ||| png_uint_32 ||| png_uint_32 ||| png_structp ||| png_uint_32 ||| png_uint_32 ||| png_ptr ||| row_number ||| status_pass ||| pass ||| fprintf ||| stdout ||| pass ||| pass ||| status_dots ||| fprintf ||| stdout ||| fprintf ||| stdout ||| png_ptr ||| row_number ||| pass ||| fprintf ||| stdout ||| png_ptr ||| row_number ||| status_pass ||| pass ||| fprintf ||| stdout ||| pass ||| status_pass ||| pass ||| status_dots ||| status_dots ||| status_dots ||| fprintf ||| stdout ||| status_dots ||| fprintf ||| stdout ||| png_ptr ||| row_number ||| pass ||| fprintf ||| stdout ||| png_ptr ||| row_number ||| pass ||| png_ptr ||| row_number ||| pass ||| read_row_callback ||| write_row_callback ||| fprintf ||| fprintf ||| fprintf ||| fprintf","VarDecl : int ||| VarDecl : int ||| VarDecl : int ||| StringLiteral : char [12] ||| StringLiteral : char [11] ||| StringLiteral : char [2] ||| StringLiteral : char [2] ||| TypeRef : png_structp ||| TypeRef : png_uint_32 ||| TypeRef : png_uint_32 ||| TypeRef : png_structp ||| TypeRef : png_uint_32 ||| TypeRef : png_uint_32 ||| UnexposedExpr : png_structp ||| UnexposedExpr : png_uint_32 ||| UnexposedExpr : int ||| UnexposedExpr : int ||| UnexposedExpr : int (*)(FILE *, const char *, ...) ||| UnexposedExpr : struct _IO_FILE * ||| UnexposedExpr : int ||| UnexposedExpr : int ||| UnexposedExpr : int ||| UnexposedExpr : int (*)(FILE *, const char *, ...) ||| UnexposedExpr : struct _IO_FILE * ||| UnexposedExpr : int (*)(FILE *, const char *, ...) ||| UnexposedExpr : struct _IO_FILE * ||| UnexposedExpr : png_structp ||| UnexposedExpr : png_uint_32 ||| UnexposedExpr : int ||| UnexposedExpr : int (*)(FILE *, const char *, ...) ||| UnexposedExpr : struct _IO_FILE * ||| DeclRefExpr : png_structp ||| DeclRefExpr : png_uint_32 ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int (FILE *, const char *, ...) ||| DeclRefExpr : struct _IO_FILE * ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int (FILE *, const char *, ...) ||| DeclRefExpr : struct _IO_FILE * ||| DeclRefExpr : int ||| DeclRefExpr : int (FILE *, const char *, ...) ||| DeclRefExpr : struct _IO_FILE * ||| DeclRefExpr : png_structp ||| DeclRefExpr : png_uint_32 ||| DeclRefExpr : int ||| DeclRefExpr : int (FILE *, const char *, ...) ||| DeclRefExpr : struct _IO_FILE * ||| ParmDecl : png_structp ||| ParmDecl : png_uint_32 ||| ParmDecl : int ||| ParmDecl : png_structp ||| ParmDecl : png_uint_32 ||| ParmDecl : int ||| FunctionDecl : void (png_structp, png_uint_32, int) ||| FunctionDecl : void (png_structp, png_uint_32, int) ||| CallExpr : int ||| CallExpr : int ||| CallExpr : int ||| CallExpr : int","status pass ||| status dots requested ||| status dots ||| ""\n Pass %d: "" ||| ""\n         "" ||| ""r"" ||| ""w"" ||| png structp ||| png uint 32 ||| png uint 32 ||| png structp ||| png uint 32 ||| png uint 32 ||| png ptr ||| row number ||| status pass ||| pass ||| fprintf ||| stdout ||| pass ||| pass ||| status dots ||| fprintf ||| stdout ||| fprintf ||| stdout ||| png ptr ||| row number ||| pass ||| fprintf ||| stdout ||| png ptr ||| row number ||| status pass ||| pass ||| fprintf ||| stdout ||| pass ||| status pass ||| pass ||| status dots ||| status dots ||| status dots ||| fprintf ||| stdout ||| status dots ||| fprintf ||| stdout ||| png ptr ||| row number ||| pass ||| fprintf ||| stdout ||| png ptr ||| row number ||| pass ||| png ptr ||| row number ||| pass ||| read row callback ||| write row callback ||| fprintf ||| fprintf ||| fprintf ||| fprintf","169: 169 ||| 170: 170 ||| 171: 171 ||| 181: 181 ||| 190: 190 ||| 194: 194 ||| 204: 204 ||| 174: 174 ||| 174: 174 ||| 176: 176 ||| 199: 199 ||| 199: 199 ||| 201: 201 ||| 176: 176 ||| 176: 176 ||| 179: 179 ||| 179: 179 ||| 181: 181 ||| 181: 181 ||| 181: 181 ||| 182: 182 ||| 188: 188 ||| 190: 190 ||| 190: 190 ||| 194: 194 ||| 194: 194 ||| 201: 201 ||| 201: 201 ||| 201: 201 ||| 204: 204 ||| 204: 204 ||| 176: 176 ||| 176: 176 ||| 179: 179 ||| 179: 179 ||| 181: 181 ||| 181: 181 ||| 181: 181 ||| 182: 182 ||| 182: 182 ||| 183: 183 ||| 186: 186 ||| 188: 188 ||| 190: 190 ||| 190: 190 ||| 191: 191 ||| 194: 194 ||| 194: 194 ||| 201: 201 ||| 201: 201 ||| 201: 201 ||| 204: 204 ||| 204: 204 ||| 174: 174 ||| 174: 174 ||| 174: 174 ||| 199: 199 ||| 199: 199 ||| 199: 199 ||| 173: 195 ||| 198: 205 ||| 181: 181 ||| 190: 190 ||| 194: 194 ||| 204: 204"," |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  ||| number : Data-Structure and its Components |||  ||| read : Operations as part of Data structure ||| write : Operations as part of Data structure |||  |||  |||  ||| "," |||  |||  |||  |||  |||  |||  ||| png ||| png ||| png ||| png ||| png ||| png ||| png |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| png |||  |||  |||  |||  ||| png |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| png |||  |||  |||  |||  ||| png |||  |||  ||| png |||  |||  |||  |||  |||  |||  |||  ||| ","","","2201769420602 ||| 2201299189230 ||| 2200588187856 ||| 2200054124303 ||| 2201608414862 ||| 2201670186292 ||| 2201304481556 ||| 2200571668236 ||| 2201701239856 ||| 2201701239856 ||| 2200571668236 ||| 2201701239856 ||| 2201701239856 ||| 2200153976197 ||| 2204044006634 ||| 2200036853900 ||| 2203679838482 ||| 2204172691945 ||| 2201651376897 ||| 2203297139598 ||| 2203998479348 ||| 2200048595348 ||| 2201050630252 ||| 2203125754365 ||| 2200057260968 ||| 2201269105886 ||| 2202464640991 ||| 2203449042025 ||| 2200192118465 ||| 2202988132369 ||| 2201950870418 ||| 2203491740895 ||| 2203447987391 ||| 2203491479416 ||| 2202718414974 ||| 2201810859014 ||| 2200320850200 ||| 2200254747055 ||| 2204130290020 ||| 2201180958715 ||| 2204062956000 ||| 2202170449131 ||| 2202917491322 ||| 2201046243099 ||| 2201166926045 ||| 2201569470721 ||| 2204287323037 ||| 2203039538468 ||| 2203329537529 ||| 2202990309494 ||| 2204112177871 ||| 2202115061859 ||| 2201909537748 ||| 2200539338129 ||| 2202693381229 ||| 2200798576089 ||| 2203020866561 ||| 2200484757519 ||| 2201424582425 ||| 2201326607262 ||| 2201852521632 ||| 2200455721160 ||| 2202065947350 ||| 2200994531215 ||| 2204164888865"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",20,"Example of using a user transform callback (doesn't do anything at present).","example ||| using ||| user ||| transform ||| callback ||| doesnt ||| do ||| anything ||| present ||| ","210: 221","['do', 'Operations as part of Algorithms']","","png_structp ||| png_row_infop ||| png_bytep ||| png_ptr ||| row_info ||| data ||| png_ptr ||| row_info ||| data ||| png_ptr ||| row_info ||| data ||| read_user_callback","TypeRef : png_structp ||| TypeRef : png_row_infop ||| TypeRef : png_bytep ||| UnexposedExpr : png_structp ||| UnexposedExpr : png_row_infop ||| UnexposedExpr : png_bytep ||| DeclRefExpr : png_structp ||| DeclRefExpr : png_row_infop ||| DeclRefExpr : png_bytep ||| ParmDecl : png_structp ||| ParmDecl : png_row_infop ||| ParmDecl : png_bytep ||| FunctionDecl : void (png_structp, png_row_infop, png_bytep)","png structp ||| png row infop ||| png bytep ||| png ptr ||| row info ||| data ||| png ptr ||| row info ||| data ||| png ptr ||| row info ||| data ||| read user callback","213: 213 ||| 213: 213 ||| 213: 213 ||| 215: 215 ||| 216: 216 ||| 217: 217 ||| 215: 215 ||| 216: 216 ||| 217: 217 ||| 213: 213 ||| 213: 213 ||| 213: 213 ||| 212: 218"," |||  |||  |||  |||  ||| data : Data-Structure and its Components |||  |||  ||| data : Data-Structure and its Components |||  |||  ||| data : Data-Structure and its Components ||| read : Operations as part of Data structure","png ||| png ||| png ||| png |||  |||  ||| png |||  |||  ||| png |||  |||  ||| ","","","2200571668236 ||| 2202588646232 ||| 2203135181059 ||| 2200068821975 ||| 2202683226297 ||| 2200076377432 ||| 2204010578954 ||| 2203890627335 ||| 2202096541007 ||| 2201869772832 ||| 2200717416531 ||| 2202622105685 ||| 2204275833477"
"/home/dewang/smartKT/SmartKT/kgg/projects/libpng/pngtest.c",21,"Example of using user transform callback (we don't transform anything,
 * but merely count the zero samples)","example ||| using ||| user ||| transform ||| callback ||| dont ||| transform ||| anything ||| merely ||| count ||| zero ||| samples ||| ","222: 234","['count', 'Operations as part of Algorithms']  ['samples', 'Data-Structure and its Components']","","zero_samples ||| dp ||| png_uint_32 ||| png_structp ||| png_row_infop ||| png_bytep ||| png_bytep ||| data ||| png_ptr ||| data ||| png_ptr ||| png_ptr ||| row_info ||| data","VarDecl : png_uint_32 ||| VarDecl : png_bytep ||| TypeRef : png_uint_32 ||| TypeRef : png_structp ||| TypeRef : png_row_infop ||| TypeRef : png_bytep ||| TypeRef : png_bytep ||| UnexposedExpr : png_bytep ||| UnexposedExpr : png_structp ||| DeclRefExpr : png_bytep ||| DeclRefExpr : png_structp ||| ParmDecl : png_structp ||| ParmDecl : png_row_infop ||| ParmDecl : png_bytep","zero samples ||| dp ||| png uint 32 ||| png structp ||| png row infop ||| png bytep ||| png bytep ||| data ||| png ptr ||| data ||| png ptr ||| png ptr ||| row info ||| data","226: 226 ||| 231: 231 ||| 226: 226 ||| 229: 229 ||| 229: 229 ||| 229: 229 ||| 231: 231 ||| 231: 231 ||| 232: 232 ||| 231: 231 ||| 232: 232 ||| 229: 229 ||| 229: 229 ||| 229: 229","samples : Data-Structure and its Components |||  |||  |||  |||  |||  |||  ||| data : Data-Structure and its Components |||  ||| data : Data-Structure and its Components |||  |||  |||  ||| data : Data-Structure and its Components"," |||  ||| png ||| png ||| png ||| png ||| png |||  ||| png |||  ||| png ||| png |||  ||| ","samples","","2204041184547 ||| 2203503949322 ||| 2201701239856 ||| 2200571668236 ||| 2202588646232 ||| 2203135181059 ||| 2203135181059 ||| 2201553339042 ||| 2201950386223 ||| 2203043914065 ||| 2202190190653 ||| 2202725472982 ||| 2202994106235 ||| 2203336179044"
