F2	FILES
"Process the known hierarchical parameters (UIDVALIDITY, UID, SECTION and
       PARTIAL) stripping of the trailing slash character if it is present.

       Note: Unknown parameters trigger a URL_MALFORMAT error."	curl/lib/imap.c/imap.c
"Does the URL contain a query parameter? Only valid when we have a mailbox
     and no UID as per RFC-5092"	curl/lib/imap.c/imap.c
Get the query parameter, URL decoded	curl/lib/imap.c/imap.c
Any extra stuff at the end of the URL is an error	curl/lib/imap.c/imap.c
"**********************************************************************
 *
 * imap_parse_custom_request()
 *
 * Parse the custom request."	curl/lib/imap.c/imap.c
URL decode the custom request	curl/lib/imap.c/imap.c
Extract the parameters if specified	curl/lib/imap.c/imap.c
CURL_DISABLE_IMAP	curl/lib/imap.c/imap.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2019, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/lib/hostcheck.c/hostcheck.c
these backends use functions from this file	curl/lib/hostcheck.c/hostcheck.c
The last #include file should be:	curl/lib/hostcheck.c/hostcheck.c
"* Match a hostname against a wildcard pattern.
 * E.g.
 *  ""foo.host.com"" matches ""*.host.com"".
 *
 * We use the matching rule described in RFC6125, section 6.4.3.
 * https://tools.ietf.org/html/rfc6125#section-6.4.3
 *
 * In addition: ignore trailing dots in the host names and wildcards, so that
 * the names are used normalized. This is what the browsers do.
 *
 * Do not allow wildcard matching on IP numbers. There are apparently
 * certificates being used with an IP address in the CN field, thus making no
 * apparent distinction between a name and an IP. We need to detect the use of
 * an IP address and not wildcard match on such names.
 *
 * NOTE: hostmatch() gets called with copied buffers so that it can modify the
 * contents at will."	curl/lib/hostcheck.c/hostcheck.c
normalize pattern and hostname by stripping off trailing dots	curl/lib/hostcheck.c/hostcheck.c
detect IP address as hostname and fail the match if so	curl/lib/hostcheck.c/hostcheck.c
"We require at least 2 dots in pattern to avoid too wide wildcard
     match."	curl/lib/hostcheck.c/hostcheck.c
"The wildcard must match at least one character, so the left-most
     label of the hostname is at least as large as the left-most label
     of the pattern."	curl/lib/hostcheck.c/hostcheck.c
sanity check	curl/lib/hostcheck.c/hostcheck.c
OPENSSL, GSKIT or schannel+wince	curl/lib/hostcheck.c/hostcheck.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 2009, Markus Moeller, <markus_moeller@compuserve.com>
 * Copyright (C) 2012 - 2018, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/lib/socks_gssapi.c/socks_gssapi.c
The last 3 #include files should be in this order	curl/lib/socks_gssapi.c/socks_gssapi.c
* Helper GSS-API error functions.	curl/lib/socks_gssapi.c/socks_gssapi.c
convert major status code (GSS-API error) to text	curl/lib/socks_gssapi.c/socks_gssapi.c
convert minor status code (underlying routine error) to text	curl/lib/socks_gssapi.c/socks_gssapi.c
room for GSS-API exchange header only	curl/lib/socks_gssapi.c/socks_gssapi.c
"GSS-API request looks like
   * +----+------+-----+----------------+
   * |VER | MTYP | LEN |     TOKEN      |
   * +----+------+----------------------+
   * | 1  |  1   |  2  | up to 2^16 - 1 |
   * +----+------+-----+----------------+"	curl/lib/socks_gssapi.c/socks_gssapi.c
prepare service name	curl/lib/socks_gssapi.c/socks_gssapi.c
clear allocated memory	curl/lib/socks_gssapi.c/socks_gssapi.c
As long as we need to keep sending some context info, and there's no	curl/lib/socks_gssapi.c/socks_gssapi.c
errors, keep sending it...	curl/lib/socks_gssapi.c/socks_gssapi.c
GSS-API subnegotiation version	curl/lib/socks_gssapi.c/socks_gssapi.c
authentication message type	curl/lib/socks_gssapi.c/socks_gssapi.c
analyse response	curl/lib/socks_gssapi.c/socks_gssapi.c
"GSS-API response looks like
     * +----+------+-----+----------------+
     * |VER | MTYP | LEN |     TOKEN      |
     * +----+------+----------------------+
     * | 1  |  1   |  2  | up to 2^16 - 1 |
     * +----+------+-----+----------------+"	curl/lib/socks_gssapi.c/socks_gssapi.c
ignore the first (VER) byte	curl/lib/socks_gssapi.c/socks_gssapi.c
status / message type	curl/lib/socks_gssapi.c/socks_gssapi.c
status / messgae type	curl/lib/socks_gssapi.c/socks_gssapi.c
Everything is good so far, user was authenticated!	curl/lib/socks_gssapi.c/socks_gssapi.c
Do encryption	curl/lib/socks_gssapi.c/socks_gssapi.c
GSS-API subnegotiation version	curl/lib/socks_gssapi.c/socks_gssapi.c
encryption message type	curl/lib/socks_gssapi.c/socks_gssapi.c
no data protection	curl/lib/socks_gssapi.c/socks_gssapi.c
do confidentiality protection if supported	curl/lib/socks_gssapi.c/socks_gssapi.c
else do integrity protection	curl/lib/socks_gssapi.c/socks_gssapi.c
force for the moment to no data protection	curl/lib/socks_gssapi.c/socks_gssapi.c
"* Sending the encryption type in clear seems wrong. It should be
   * protected with gss_seal()/gss_wrap(). See RFC1961 extract below
   * The NEC reference implementations on which this is based is
   * therefore at fault
   *
   *  +------+------+------+.......................+
   *  + ver  | mtyp | len  |   token               |
   *  +------+------+------+.......................+
   *  + 0x01 | 0x02 | 0x02 | up to 2^16 - 1 octets |
   *  +------+------+------+.......................+
   *
   *   Where:
   *
   *  - ""ver"" is the protocol version number, here 1 to represent the
   *    first version of the SOCKS/GSS-API protocol
   *
   *  - ""mtyp"" is the message type, here 2 to represent a protection
   *    -level negotiation message
   *
   *  - ""len"" is the length of the ""token"" field in octets
   *
   *  - ""token"" is the GSS-API encapsulated protection level
   *
   * The token is produced by encapsulating an octet containing the
   * required protection level using gss_seal()/gss_wrap() with conf_req
   * set to FALSE.  The token is verified using gss_unseal()/
   * gss_unwrap().
   *"	curl/lib/socks_gssapi.c/socks_gssapi.c
ignore the first (VER) byte	curl/lib/socks_gssapi.c/socks_gssapi.c
status / message type	curl/lib/socks_gssapi.c/socks_gssapi.c
status / messgae type	curl/lib/socks_gssapi.c/socks_gssapi.c
HAVE_GSSAPI && !CURL_DISABLE_PROXY	curl/lib/socks_gssapi.c/socks_gssapi.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 2014 - 2019, Steve Holme, <steve_holme@hotmail.com>.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/lib/vauth/vauth.c/vauth.c
The last #include files should be:	curl/lib/vauth/vauth.c/vauth.c
"* Curl_auth_build_spn()
 *
 * This is used to build a SPN string in the following formats:
 *
 * service/host@realm (Not currently used)
 * service/host       (Not used by GSS-API)
 * service@realm      (Not used by Windows SSPI)
 *
 * Parameters:
 *
 * service  [in] - The service type such as http, smtp, pop or imap.
 * host     [in] - The host name.
 * realm    [in] - The realm.
 *
 * Returns a pointer to the newly allocated SPN."	curl/lib/vauth/vauth.c/vauth.c
Generate our SPN	curl/lib/vauth/vauth.c/vauth.c
Return our newly allocated SPN	curl/lib/vauth/vauth.c/vauth.c
"Note: We could use DsMakeSPN() or DsClientMakeSpnForTargetServer() rather
     than doing this ourselves but the first is only available in Windows XP
     and Windows Server 2003 and the latter is only available in Windows 2000
     but not Windows95/98/ME or Windows NT4.0 unless the Active Directory
     Client Extensions are installed. As such it is far simpler for us to
     formulate the SPN instead."	curl/lib/vauth/vauth.c/vauth.c
Generate our UTF8 based SPN	curl/lib/vauth/vauth.c/vauth.c
Allocate our TCHAR based SPN	curl/lib/vauth/vauth.c/vauth.c
Release the UTF8 variant when operating with Unicode	curl/lib/vauth/vauth.c/vauth.c
Return our newly allocated SPN	curl/lib/vauth/vauth.c/vauth.c
USE_WINDOWS_SSPI	curl/lib/vauth/vauth.c/vauth.c
"* Curl_auth_user_contains_domain()
 *
 * This is used to test if the specified user contains a Windows domain name as
 * follows:
 *
 * Domain\User (Down-level Logon Name)
 * Domain/User (curl Down-level format - for compatibility with existing code)
 * User@Domain (User Principal Name)
 *
 * Note: The user name may be empty when using a GSS-API library or Windows
 * SSPI as the user and domain are either obtained from the credentials cache
 * when using GSS-API or via the currently logged in user's credentials when
 * using Windows SSPI.
 *
 * Parameters:
 *
 * user  [in] - The user name.
 *
 * Returns TRUE on success; otherwise FALSE."	curl/lib/vauth/vauth.c/vauth.c
Check we have a domain name or UPN present	curl/lib/vauth/vauth.c/vauth.c
"User and domain are obtained from the GSS-API credentials cache or the
       currently logged in user from Windows"	curl/lib/vauth/vauth.c/vauth.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 2014 - 2019, Steve Holme, <steve_holme@hotmail.com>.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 * RFC4752 The Kerberos V5 (""GSSAPI"") SASL Mechanism
 *
 **************************************************************************"	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
The last #include files should be:	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"* Curl_auth_is_gssapi_supported()
 *
 * This is used to evaluate if GSSAPI (Kerberos V5) is supported.
 *
 * Parameters: None
 *
 * Returns TRUE if Kerberos V5 is supported by Windows SSPI."	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Query the security package for Kerberos	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Release the package buffer as it is not required anymore	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"* Curl_auth_create_gssapi_user_message()
 *
 * This is used to generate an already encoded GSSAPI (Kerberos V5) user token
 * message ready for sending to the recipient.
 *
 * Parameters:
 *
 * data        [in]     - The session handle.
 * userp       [in]     - The user name in the format User or Domain\User.
 * passwdp     [in]     - The user's password.
 * service     [in]     - The service type such as http, smtp, pop or imap.
 * host        [in]     - The host name.
 * mutual_auth [in]     - Flag specifying whether or not mutual authentication
 *                        is enabled.
 * chlg64      [in]     - The optional base64 encoded challenge message.
 * krb5        [in/out] - The Kerberos 5 data struct being used and modified.
 * outptr      [in/out] - The address where a pointer to newly allocated memory
 *                        holding the result will be stored upon completion.
 * outlen      [out]    - The length of the output message.
 *
 * Returns CURLE_OK on success."	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
For Windows 9x compatibility of SSPI calls	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Generate our SPN	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Query the security package for Kerberos	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Release the package buffer as it is not required anymore	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate our response buffer	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Do we have credentials to use or are we using single sign-on?	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Populate our identity structure	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allow proper cleanup of the identity structure	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Use the current Windows user	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate our credentials handle	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Acquire our credentials handle	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate our new context handle	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Decode the base-64 encoded challenge message	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Ensure we have a valid challenge message	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"Setup the challenge ""input"" security buffer"	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"Setup the response ""output"" security buffer"	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Generate our challenge-response message	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Free the decoded challenge as it is not required anymore	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Base64 encode the response	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"* Curl_auth_create_gssapi_security_message()
 *
 * This is used to generate an already encoded GSSAPI (Kerberos V5) security
 * token message ready for sending to the recipient.
 *
 * Parameters:
 *
 * data    [in]     - The session handle.
 * chlg64  [in]     - The optional base64 encoded challenge message.
 * krb5    [in/out] - The Kerberos 5 data struct being used and modified.
 * outptr  [in/out] - The address where a pointer to newly allocated memory
 *                    holding the result will be stored upon completion.
 * outlen  [out]    - The length of the output message.
 *
 * Returns CURLE_OK on success."	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Decode the base-64 encoded input message	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Ensure we have a valid challenge message	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Get our response size information	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Get the fully qualified username back from the context	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"Setup the ""input"" security buffer"	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Decrypt the inbound challenge and obtain the qop	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Not 4 octets long so fail as per RFC4752 Section 3.1	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Copy the data out and free the challenge as it is not required anymore	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Extract the security layer	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Extract the maximum message size the server can receive	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"The server has told us it supports a maximum receive buffer, however, as
       we don't require one unless we are encrypting data, we tell the server
       our receive buffer is zero."	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate the trailer	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Convert the user name to UTF8 when operating with Unicode	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate our message	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"Populate the message with the security layer, client supported receive
     message size and authorization identity including the 0x00 based
     terminator. Note: Despite RFC4752 Section 3.1 stating ""The authorization
     identity is not terminated with the zero-valued (%x00) octet."" it seems
     necessary to include it."	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate the padding	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"Setup the ""authentication data"" security buffer"	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Encrypt the data	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Allocate the encryption (wrap) buffer	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Populate the encryption buffer	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Base64 encode the response	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Free all of our local buffers	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"* Curl_auth_cleanup_gssapi()
 *
 * This is used to clean up the GSSAPI (Kerberos V5) specific data.
 *
 * Parameters:
 *
 * krb5     [in/out] - The Kerberos 5 data struct being cleaned up.
 *"	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Free our security context	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Free our credentials handle	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Free our identity	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Free the SPN and output token	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
Reset any variables	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
USE_WINDOWS_SSPI && USE_KERBEROS5	curl/lib/vauth/krb5_sspi.c/krb5_sspi.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2017, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib525.c/lib525.c
test 529	curl/tests/libtest/lib525.c/lib525.c
test 525	curl/tests/libtest/lib525.c/lib525.c
get the file size of the local file	curl/tests/libtest/lib525.c/lib525.c
can't open file, bail out	curl/tests/libtest/lib525.c/lib525.c
enable uploading	curl/tests/libtest/lib525.c/lib525.c
specify target	curl/tests/libtest/lib525.c/lib525.c
go verbose	curl/tests/libtest/lib525.c/lib525.c
use active FTP	curl/tests/libtest/lib525.c/lib525.c
now specify which file to upload	curl/tests/libtest/lib525.c/lib525.c
"NOTE: if you want this code to work on Windows with libcurl as a DLL, you
     MUST also provide a read callback with CURLOPT_READFUNCTION. Failing to
     do so will give you a crash since a DLL may not use the variable's memory
     when passed in to it from an app like this."	curl/tests/libtest/lib525.c/lib525.c
"Set the size of the file to upload (optional).  If you give a *_LARGE
     option you MUST make sure that the type of the passed-in argument is a
     curl_off_t. If you use CURLOPT_INFILESIZE (without _LARGE) you must
     make sure that to pass in a type 'long' argument."	curl/tests/libtest/lib525.c/lib525.c
done	curl/tests/libtest/lib525.c/lib525.c
At this point, maxfd is guaranteed to be greater or equal than -1.	curl/tests/libtest/lib525.c/lib525.c
test 529	curl/tests/libtest/lib525.c/lib525.c
proper cleanup sequence - type PA	curl/tests/libtest/lib525.c/lib525.c
test 525	curl/tests/libtest/lib525.c/lib525.c
proper cleanup sequence - type PB	curl/tests/libtest/lib525.c/lib525.c
close the local file	curl/tests/libtest/lib525.c/lib525.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2016, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib549.c/lib549.c
"argv1 = URL
 * argv2 = proxy
 * argv3 = non-zero means ASCII transfer"	curl/tests/libtest/lib549.c/lib549.c
enable ascii/text mode	curl/tests/libtest/lib549.c/lib549.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2016, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib543.c/lib543.c
Based on Alex Fishman's bug report on September 30, 2007	curl/tests/libtest/lib543.c/lib543.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2011, 2017, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib575.c/lib575.c
"3x download!
 * 1. normal
 * 2. dup handle
 * 3. with multi interface"	curl/tests/libtest/lib575.c/lib575.c
100 ms	curl/tests/libtest/lib575.c/lib575.c
At this point, maxfd is guaranteed to be greater or equal than -1.	curl/tests/libtest/lib575.c/lib575.c
undocumented cleanup sequence - type UA	curl/tests/libtest/lib575.c/lib575.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2018, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib537.c/lib537.c
get initial open file limits	curl/tests/libtest/lib537.c/lib537.c
show initial open file limits	curl/tests/libtest/lib537.c/lib537.c
"* if soft limit and hard limit are different we ask the
   * system to raise soft limit all the way up to the hard
   * limit. Due to some other system limit the soft limit
   * might not be raised up to the hard limit. So from this
   * point the resulting soft limit is our limit. Trying to
   * open more than soft limit file descriptors will fail."	curl/tests/libtest/lib537.c/lib537.c
on failure don't abort just issue a warning	curl/tests/libtest/lib537.c/lib537.c
on failure don't abort just issue a warning	curl/tests/libtest/lib537.c/lib537.c
get current open file limits	curl/tests/libtest/lib537.c/lib537.c
show current open file limits	curl/tests/libtest/lib537.c/lib537.c
(rl.rlim_cur != rl.rlim_max)	curl/tests/libtest/lib537.c/lib537.c
"* test 537 is all about testing libcurl functionality
   * when the system has nearly exhausted the number of
   * available file descriptors. Test 537 will try to run
   * with a very small number of file descriptors available.
   * This implies that any file descriptor which is open
   * when the test runs will have a number in the high range
   * of whatever the system supports."	curl/tests/libtest/lib537.c/lib537.c
"* reserve a chunk of memory before opening file descriptors to
   * avoid a low memory condition once the file descriptors are
   * open. System conditions that could make the test fail should
   * be addressed in the precheck phase. This chunk of memory shall
   * be always free()ed before exiting the rlimit() function so
   * that it becomes available to the test."	curl/tests/libtest/lib537.c/lib537.c
initialize it to fight lazy allocation	curl/tests/libtest/lib537.c/lib537.c
set the number of file descriptors we will try to open	curl/tests/libtest/lib537.c/lib537.c
soft limit minus SAFETY_MARGIN	curl/tests/libtest/lib537.c/lib537.c
a huge number of file descriptors	curl/tests/libtest/lib537.c/lib537.c
verify that we won't overflow size_t in malloc()	curl/tests/libtest/lib537.c/lib537.c
allocate array for file descriptors	curl/tests/libtest/lib537.c/lib537.c
initialize it to fight lazy allocation	curl/tests/libtest/lib537.c/lib537.c
open a dummy descriptor	curl/tests/libtest/lib537.c/lib537.c
create a bunch of file descriptors	curl/tests/libtest/lib537.c/lib537.c
we don't care if we can't shrink it	curl/tests/libtest/lib537.c/lib537.c
"* when using select() instead of poll() we cannot test
   * libcurl functionality with a socket number equal or
   * greater than FD_SETSIZE. In any case, macro VERIFY_SOCK
   * in lib/select.c enforces this check and protects libcurl
   * from a possible crash. The effect of this protection
   * is that test 537 will always fail, since the actual
   * call to select() never takes place. We skip test 537
   * with an indication that select limit would be exceeded."	curl/tests/libtest/lib537.c/lib537.c
using a FD_SETSIZE bound select()	curl/tests/libtest/lib537.c/lib537.c
"* Old or 'backwards compatible' implementations of stdio do not allow
   * handling of streams with an underlying file descriptor number greater
   * than 255, even when allowing high numbered file descriptors for sockets.
   * At this point we have a big number of file descriptors which have been
   * opened using dup(), so lets test the stdio implementation and discover
   * if it is capable of fopen()ing some additional files."	curl/tests/libtest/lib537.c/lib537.c
"free the chunk of memory we were reserving so that it
     becomes becomes available to the test"	curl/tests/libtest/lib537.c/lib537.c
close file descriptors unless instructed to keep them	curl/tests/libtest/lib537.c/lib537.c
used by the test script to ask if we can run this test or not	curl/tests/libtest/lib537.c/lib537.c
sure, run this!	curl/tests/libtest/lib537.c/lib537.c
failure	curl/tests/libtest/lib537.c/lib537.c
"run the test with the bunch of open file descriptors
     and close them all once the test is over"	curl/tests/libtest/lib537.c/lib537.c
defined(HAVE_GETRLIMIT) && defined(HAVE_SETRLIMIT)	curl/tests/libtest/lib537.c/lib537.c
skip test	curl/tests/libtest/lib537.c/lib537.c
defined(HAVE_GETRLIMIT) && defined(HAVE_SETRLIMIT)	curl/tests/libtest/lib537.c/lib537.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2017, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib1538.c/lib1538.c
