Id,Filename,Text
3793,pngvalid.c,ihdr modifications modifiers
5197,pngfix.c,resets based position filetype process_chunk filedata_pos beyond iend idats encountered nothing something filelength via instantiates
1906,png.c,'spac'
1328,pngrutil.c,checked code stored
2933,pngimage.c,changed preserved
3189,pngstest.c,cause going
4132,pngvalid.c,utility below shared see
3540,pngvalid.c,cleanup initialization
2692,pngget.c,.000000000001001
198,pngwutil.c,Next row
390,pngtest.c,files changed
1075,pngrutil.c,steal
1381,pngrtran.c,warnuse
3205,pngstest.c,mismatches logged
4081,pngvalid.c,completion
749,pngread.c,p_file
14,pngwutil.c,alters writing case
4170,pngvalid.c,Set gAMA and cHRM separately.
3895,pngvalid.c,There may be no filters; skip the setting.
2596,pngwrite.c,stdio
3732,pngvalid.c,assume calculation
4889,pngfix.c,records errno
1930,png.c,md54 crc32 adler32 date file-name
3695,pngvalid.c,ihdr
1036,pngrutil.c,since note uses determine considered ignore whether want abort implementation
2744,pngpread.c,PRIVATE
2594,pngwrite.c,Local variables:
28,pngwutil.c,else no change
2474,pngwrite.c,tIME
1758,png.c,code fifth longer duplicate handles searched
3932,pngvalid.c,do_interlace fact
4227,pngvalid.c,expect changed changes
1955,png.c,sRGB
4803,pngfix.c,copy uarb reduce
4073,pngvalid.c,takes note
289,pngtest.c,include standard readwrite copies pngrioc reading come pngwioc testing library dont stdio replacement run changing
1361,pngwtran.c,row_info:
261,pngwio.c,write_flush
5059,pngfix.c,<16
2431,pngmem.c,implement dos removed handler allocators numbers sure moved checks system
2537,pngwrite.c,match
4772,pngvalid.c,combinatorial
172,pngwutil.c,PRIVATE
3233,pngstest.c,loop
2723,pngget.c,READ || WRITE
799,pngread.c,copied note above code please
241,pngwutil.c,testing needed
3642,pngvalid.c,originating pool
3304,pngstest.c,png_simplified_read_supported
2382,pngerror.c,returned compiled pre-160 jmpbuf_size care built that preserves gets chance semantics fail null allocated causing
2141,png.c,FLOATING_ARITHMETIC
4673,pngvalid.c,error - no row in pass!
1082,pngrutil.c,truncated
2682,pngwrite.c,simplified_write
1909,png.c,May not be embedded in an image
203,pngwutil.c,weve get
1120,pngrutil.c,sure run
2758,pngpread.c,Extra data.
527,pngread.c,required added detect libpng-160
2809,pngimage.c,files lots note expands plte things
4801,pngfix.c,apply applied
2239,pngset.c,Set iTXt data
3584,pngvalid.c,must be equal
1663,pngrtran.c,User read transform function
1671,pngrtran.c,depthchannels bits per
189,pngwutil.c,write_filter
1220,pngrutil.c,compiled indexed masks packswap hence
5260,pngfix.c,failure control_init initialized codes accumulate control_end although code
3865,pngvalid.c,Total of 128 pixels
4882,pngfix.c,per-file
731,pngread.c,png_make_ga_colormap above except
3447,pngvalid.c,bit-33 bit-20 xor bits top bottom thirty
1725,png.c,Free any sCAL entry
3925,pngvalid.c,yuck
1880,png.c,compiled get systems
272,pngtest.c,makes overruns nail
3316,pngunknown.c,pngh copied
873,pngread.c,prevent
4518,pngvalid.c,The alpha channel
2741,pngpread.c,commoned push_read todo code
3430,pngvalid.c,memcpy memset
783,pngread.c,dont color-map indices
3983,pngvalid.c,Input data sBIT values.
347,pngtest.c,write_filter
3325,pngunknown.c,types known
2132,png.c,block bits
2092,png.c,note signed
2876,pngimage.c,Where to go to on error
709,pngread.c,unpacks rows per color-map expanded indices
2716,pngget.c,info_ptr->color_type png_color_type_palette
775,pngread.c,standard color-map
4264,pngvalid.c,png_set_gray_to_rgb
1383,pngrtran.c,errorquit
3343,pngunknown.c,known
5186,pngfix.c,Return to the start of the chunk data
2694,pngget.c,.000000000001001000001001001
504,pngtrans.c,bad bit depth
4736,pngvalid.c,gammas
3206,pngstest.c,copy requested
2062,png.c,gcc_strict_overflow
3232,pngstest.c,fallthrough
4181,pngvalid.c,name
1194,pngrutil.c,support
3520,pngvalid.c,chunkoverhead chunkpos
207,pngwutil.c,block
1250,pngrutil.c,copy case
4515,pngvalid.c,caveat with light
4572,pngvalid.c,no alpha in output
1985,png.c,part
4135,pngvalid.c,colour note simple everything rgbxxx assumes
1458,pngrtran.c,png_ptr->rgb_to_gray_blue_coeff
958,pngrutil.c,code
195,pngwutil.c,block
3877,pngvalid.c,per r^g
4436,pngvalid.c,SAFE
3034,pngstest.c,means deduce color-map forced via_linear case 8-bit multiple_algorithms like
2303,pngset.c,loop deflate sync_flush infinite permitted
2689,pngget.c,.1101
4827,pngfix.c,byte-by-byte copied uses pre-built dll avoid crc32 ethernet code case implementation checking
3203,pngstest.c,logpixel get correct
5177,pngfix.c,ensure information header contains validated
359,pngtest.c,provided support
1654,pngrtran.c,because
3831,pngvalid.c,delete
3743,pngvalid.c,means
1593,pngrtran.c,inverts
468,pngtrans.c,write
1698,png.c,applications recompile versions matches binary library
2118,png.c,correct binary 8-bit since places factor interpolation log2x257 numbers simple valuev log2v255 bits formula gives get want approximation scaled log2value65535 case calculated using needs match determined whereas give requires fact scaling correction multiply log2 exact
4182,pngvalid.c,enable
1471,pngrtran.c,processing optimize_alpha encode_alpha irrelevant required means throughout
2064,png.c,Function to format a fixed point value in ASCII.
2519,pngwrite.c,initialize handling
5237,pngfix.c,Read the byte from the stream.
2989,pngimage.c,get png_structpng_info without waste thing started place like seems require sets
3860,pngvalid.c,api determine inquiry
3268,pngstest.c,null mapped counter increment 8-bit
1560,pngrtran.c,adding get note calculation overwritten png_rowbytes cache
3289,pngstest.c,checked
3,pngwutil.c,simple tell magic
98,pngwutil.c,calling sync_flush matter no_flush
1830,png.c,overwrite
1921,png.c,bits tags icc_info
4233,pngvalid.c,sure required enter modifications correct
4336,pngvalid.c,round
3351,pngunknown.c,read_user_chunks_supported
1057,pngrutil.c,If a colorspace error has already been output skip this chunk
618,pngread.c,8-bit
2095,png.c,overflow
3656,pngvalid.c,callbacks
3145,pngstest.c,accumulate stored
3648,pngvalid.c,error
1945,png.c,checks modified perform checksum crc32 suggest
333,pngtest.c,recognize did
3160,pngstest.c,looks
2193,png.c,support
1966,png.c,read_rgb_to_gray
1735,png.c,routines png_stdio_supported initialize inputoutput png_no_stdio
3097,pngstest.c,components premultiply scale
1304,pngrutil.c,safety following everything
4352,pngvalid.c,happens shifting
471,pngtrans.c,say operation supports
2106,png.c,overflow
1859,png.c,d65 adapted
3249,pngstest.c,stdio
4997,pngfix.c,skip
4781,pngfix.c,installed program following built
5070,pngfix.c,fixing too-far-back
955,pngrutil.c,decompression code involves owns builds issues release z_ok claim returns checks
2308,pngset.c,set_user_limits
4696,pngvalid.c,blue:
162,pngwutil.c,may be empty
1486,pngrtran.c,fallthrough
5039,pngfix.c,recording building everything rewrite png_idat sync_stream ensure using validity below
2920,pngimage.c,params
3586,pngvalid.c,does nothing
4900,pngfix.c,word
4993,pngfix.c,cannot modification rfc1950 validity checked minimum header identified required although routines corrected processing problems
5185,pngfix.c,resync messed fatal header stop process_chunk executes seems calls attempt
1603,pngrtran.c,changes
2935,pngimage.c,64-bit systems messages note bits trash weird top lead
3267,pngstest.c,relevant removed alphatransparency
1464,pngrtran.c,overflow wacky performing processing compare get want difference turn threshold correction
91,pngwutil.c,consumed reset terminates _out operation writing calls maintained across loop reading
717,pngread.c,need_expand
909,pngread.c,ensure fits represented because calculation verify checks bits overflow channelscomponents following signed
5117,pngfix.c,endrc required zlib_ok gets
2159,png.c,build fast way
2567,pngwrite.c,png_write_optimize_cmf_supported
2906,pngimage.c,else do not output any message
2702,pngget.c,pHYs
1023,pngrutil.c,Set internal variables
2577,pngwrite.c,Invert monochrome pixels
2893,pngimage.c,gets
3799,pngvalid.c,added terminators delayed
5254,pngfix.c,returns file_initcontrolfile file_init wraps
509,pngtrans.c,PRIVATE
122,pngwutil.c,writing loop
3070,pngstest.c,freeing says freed sure validates spec
4368,pngvalid.c,validate within problems detect limits caused before
2049,png.c,decimal above outputting got decrement required exp_b10-1
4300,pngvalid.c,png_read_16_to_8_supported
2214,pngset.c,eXIf
1842,png.c,failed
4932,pngfix.c,summary cannot outputs
5255,pngfix.c,filestatus_code above code
2220,pngset.c,'-'
4833,pngfix.c,overflow bits subtract top handling
918,pngrutil.c,PRIVATE
425,filter_sse2_intrinsics.c,tries ab-c whichever become using loops pab-c works paeth predict uses context force predicts loop
776,pngread.c,unused
2101,png.c,erroroverflow
4639,pngvalid.c,strip
220,pngwutil.c,PRIVATE
5259,pngfix.c,sure
2444,pngmem.c,derived provided handling png_user_mem_supported exists
2174,png.c,16BIT
1496,pngrtran.c,screen set too
4712,pngvalid.c,blue:
4960,pngfix.c,truncated
887,pngread.c,need_expand
1912,png.c,nmcl
1396,pngrtran.c,following ignores work _fixed passed errors alternative constants unless fail fine bug floating api means inside correspond cases reports lead
411,filter_sse2_intrinsics.c,works predicts encoded that loop say
3056,pngstest.c,hack
2923,pngimage.c,perform
1535,pngrtran.c,The background is now in screen gamma:
2582,pngwrite.c,continue ignored pre-1610 behavior
4929,pngfix.c,please give
555,pngread.c,Fill the row with IDAT data:
3826,pngvalid.c,given dumps
229,pngwutil.c,PRIVATE
2262,pngset.c,initialized
4761,pngvalid.c,can_write_interlace
591,pngread.c,using order packed
526,pngread.c,user_mem
3640,pngvalid.c,management
2035,png.c,rounding
4069,pngvalid.c,fails get reading throw
1210,pngrutil.c,big-endian byte
3057,pngstest.c,THE Image STRUCTURE
4905,pngfix.c,As defined here:
1460,pngrtran.c,floating
1461,pngrtran.c,RGB_TO_GRAY
329,pngtest.c,Invalid mode
3499,pngvalid.c,Last buffer in file
1678,png.c,gnu
734,pngread.c,human converted inverting curve represents sensitivity non encoded approximate narrow requires
935,pngrutil.c,png_ptr->chunk_name header put
4046,pngvalid.c,only one image
3568,pngvalid.c,above tags overwrites detect magic
786,pngread.c,indices bits packed expanded
1105,pngrutil.c,PRIVATE
3505,pngvalid.c,before
253,pngwutil.c,WRITE
1513,pngrtran.c,read_gray_to_rgb
3125,pngstest.c,in
2344,pngerror.c,fallthrough
4218,pngvalid.c,expected validate changed
2359,pngerror.c,get printed
999,pngrutil.c,finish
4379,pngvalid.c,x
2398,pngerror.c,handling note crash program supplies null replacements
2680,pngwrite.c,opened clean
1468,pngrtran.c,care invariant code case respect strip_alpha requested changes expansion take
2320,pngset.c,per
406,pngrio.c,null messages case supplied stored png_errorpng_ptr supply arguments exit takes fatal streams allows libpngs containing standard
1732,png.c,bits attached
1505,pngrtran.c,things consistent get transparency want expanded png_expand_trns says information makes api happen behavior changes documentation given kill ask accept produces
3105,pngstest.c,components unpc unpremultiply scale
1098,pngrutil.c,read_splt
2040,png.c,decimal leading lose reentered zeros below
284,pngtest.c,per bits contents samples depthchannels
747,pngread.c,supplied p_file required
2125,png.c,16BIT
3977,pngvalid.c,formatting outputs validate code messages garbage fails library
3334,pngunknown.c,way outside seems
3197,pngstest.c,comparing although problem case expect matches match fail shortcut colormaps
3475,pngvalid.c,note aligned jcb given bits cross boundaries copy know computer buffers addressed graphics implicit bitmap assumption
1552,pngrtran.c,checks see match happens
1125,pngrutil.c,null
1197,pngrutil.c,cant incorporated since verify future
4895,pngfix.c,reading
4121,pngvalid.c,defines
4070,pngvalid.c,png_store_file initialize
3051,pngstest.c,everything including pointless
3482,pngvalid.c,account taking copy
2717,pngget.c,libpng-140 enabled added
1151,pngrutil.c,Now the language tag
4478,pngvalid.c,note provided assumes correct
125,pngwutil.c,depend sure upon order
2909,pngimage.c,does cache
4126,pngvalid.c,Alpha channel inverted
619,pngread.c,indices needed run processing color-map
1608,pngrtran.c,changes
3067,pngstest.c,handling
4842,pngfix.c,overflow
4093,pngvalid.c,do_interlace
3083,pngstest.c,8-bit conversions
2729,pngpread.c,incoming depends
3681,pngvalid.c,Initial value
3161,pngstest.c,conversion todo law uses
3038,pngstest.c,fail warnings
4019,pngvalid.c,flag value
4040,pngvalid.c,ensure
502,pngtrans.c,"Skip initial channels and, for sp, the filler"
1234,pngrutil.c,copy something
3949,pngvalid.c,tests cases
4990,pngfix.c,magic
1785,png.c,PRIVATE
1500,pngrtran.c,case following processing assumed way prevents introduce unique
2042,png.c,cases
51,pngwutil.c,implementation assumed using find api buffered approach efficient writer two-pass deflatebound note linked-list algorithm inflate side reader deflate
3628,pngvalid.c,SAFE
2427,pngmem.c,deallocate
3541,pngvalid.c,non-zero sure random makes
1169,pngrutil.c,png_handle_chunk_as_default libpng-1412 unless bug based except optimization fixing avoid png_handle_as_unknown_supported lookup note behavior installed meant ignored needs non-default callback calls code
34,pngwutil.c,set below
3617,pngvalid.c,SAFE
1245,pngrutil.c,adam7 copy gives
424,filter_sse2_intrinsics.c,bytewise
4668,pngvalid.c,inc
1852,png.c,+2 = 116
113,pngwutil.c,PRIVATE
3523,pngvalid.c,accumulated
2186,png.c,calculation 8-bit note include bits smashed reduced assumes png_background png_compose
1467,pngrtran.c,PRIVATE
3595,pngvalid.c,idat_len random chance using
593,pngread.c,quantizing
756,pngread.c,bug recognition note seems without following
4838,pngfix.c,Number of entries that are valid
1904,png.c,mntr
3722,pngvalid.c,logged errors
3371,pngunknown.c,save_unknown_chunks
50,pngwutil.c,Compress the data in the compression state input
3859,pngvalid.c,bit_depth == 16
1342,pngwtran.c,converts
1043,pngrutil.c,PRIVATE
2822,pngimage.c,side code bogus way works above effect mentioned
4689,pngvalid.c,stuff
2449,pngmem.c,user_mem
3534,pngvalid.c,re-chunking
1349,pngwtran.c,nothing does
2904,pngimage.c,fmt libpng_warning above stdio style
3585,pngvalid.c,while (st > 0)
1835,png.c,points protect past colorant responsibility fault management position getting bomb ensure carries systems bogus crashed
4964,pngfix.c,rgb
2545,pngwrite.c,We have already written out all of the data
3076,pngstest.c,scaled
2931,pngimage.c,ihdr
1142,pngrutil.c,terminate
3524,pngvalid.c,cache
4076,pngvalid.c,images
4582,pngvalid.c,component
213,pngwutil.c,looking matter loop
5170,pngfix.c,apply cases
5221,pngfix.c,thats header required processing
4410,pngvalid.c,recording above know checking stored faked report standard_displayfiller record
2380,pngerror.c,supported thing
3354,pngunknown.c,impossible
455,filter_sse2_intrinsics.c,READ
2423,pngerror.c,READ || WRITE
210,pngwutil.c,Each pixel depth is handled separately
2523,pngwrite.c,WRITE_16BIT
4551,pngvalid.c,report reported composition record performed gets code calculated
4072,pngvalid.c,feed reach reader
3126,pngstest.c,out
117,pngwutil.c,sure include null
2638,pngwrite.c,stride system within required limits ensure
1201,pngrutil.c,zlibdeflate overhead
2599,pngwrite.c,To point to the first component
4468,pngvalid.c,standard
3106,pngstest.c,b16g onto
2263,pngset.c,round loop allocated increment protect
3396,pngunknown.c,validunknown{beforeafter}
4919,pngfix.c,unexpected (internal?) error
2375,pngerror.c,error_text warnings
191,pngwutil.c,processing
3257,pngstest.c,simplified_write_stdio
2762,pngpread.c,processed code anything
5034,pngfix.c,the next IDAT in the list
3808,pngvalid.c,leave modification
18,pngwutil.c,representing characters null others terminated names
3993,pngvalid.c,App (row) data is little endian
3231,pngstest.c,fallthrough
658,pngread.c,SAFE
3330,pngunknown.c,handling
255,pngwio.c,PRIVATE
354,pngtest.c,turn checking reading
4921,pngfix.c,stop takes outputs generic code
4096,pngvalid.c,do_interlace
2053,png.c,'E': PLUS 1 TOTAL 2+precision
4304,pngvalid.c,processing
5112,pngfix.c,stream error
1602,pngrtran.c,changes
3107,pngstest.c,onto b16c
2466,pngwrite.c,information ihdr
1243,pngrutil.c,exceed
2284,pngset.c,sBIT
594,pngread.c,files
691,pngread.c,accumulate things
479,pngtrans.c,purposes feature libpng-1611 enabled testing added
5244,pngfix.c,for the new chunk
133,pngwutil.c,Three 16-bit values
2027,png.c,PLUS 3 TOTAL 4
2535,pngwrite.c,above caught get
648,pngread.c,macro appropriate simplified utility
1209,pngrutil.c,little-endian byte
205,pngwutil.c,PRIVATE
2615,pngwrite.c,place loop counter
915,pngread.c,simplified_read
15,pngwutil.c,started
1915,png.c,pcs lab encoded device
3552,pngvalid.c,Verbose output to the error stream:
2751,pngpread.c,happen defer missing behavior z_no_flush see means future code inflatec implementation z_sync_flush using
5081,pngfix.c,_out
2045,png.c,decimal means place adjust
278,pngtest.c,png_jmpbuf case using pre-106
263,pngwio.c,WRITE
1277,pngrutil.c,calculate round loop move
4413,pngvalid.c,8-bit
4611,pngvalid.c,sBIT
1423,pngrtran.c,develop translation inside move
1128,pngrutil.c,case
1929,png.c,run comes contribtoolschecksum-icc downloads wwwcolororg profiles
810,pngread.c,handling cant after turned sure required because turn
3770,pngvalid.c,(2) gamma values to test
2391,pngerror.c,allocation pngc indicate stack
1607,pngrtran.c,changes
748,pngread.c,p_linear
402,pngrio.c,kind gets reads using asked note simple buffering machine implement lengths
4318,pngvalid.c,tables
3084,pngstest.c,bckg
2530,pngwrite.c,"If interlaced and not interested in row, return"
2916,pngimage.c,verify overwrite
2941,pngimage.c,bits-per-pixel bytes-per-pixel
1853,png.c,"The 'reason' is an arbitrary message, allow +79 maximum 195"
4654,pngvalid.c,produce errors tests
2276,pngset.c,eXIf
1525,pngrtran.c,png_ptr->trans_alphai
4600,pngvalid.c,sBIT
5289,png-fix-itxt.c,eof
543,pngread.c,information sets
1948,png.c,since ones date people
1410,pngrtran.c,ignored side effect
2136,png.c,get
2061,png.c,Here on buffer too small.
2313,pngset.c,PRIVATE
2169,png.c,16BIT
3627,pngvalid.c,SAFE
2915,pngimage.c,cleans sets operation
808,pngread.c,blue
4455,pngvalid.c,added
5161,pngfix.c,callbacks
819,pngread.c,reading part
1766,png.c,READ
2057,png.c,'0'
1012,pngrutil.c,read_compressed_text
3358,pngunknown.c,cached callback
2999,pngimage.c,one at a time
4416,pngvalid.c,png_read_filler_supported
2048,png.c,The total output count (max) is now 4+precision
3817,pngvalid.c,generated noise aim numbers horowitz get reader random hill sizes case stress generator
3521,pngvalid.c,chunkpos
4310,pngvalid.c,coefficients come normalized
3324,pngunknown.c,expected performance removed errors following using macro effects
2145,png.c,above overflow system case compliant constraints needs cast ansi-c90 ensure apply conversion
4602,pngvalid.c,no input precision
1453,pngrtran.c,todo
1864,png.c,invalidated nothing
4563,pngvalid.c,overwrite errors
645,pngread.c,clean opened
1928,png.c,profiles known information
606,pngread.c,correct expecting above required selected
3906,pngvalid.c,work do_own_interlace rows boolean
240,pngwutil.c,Sub filter
4652,pngvalid.c,low bit depth
144,pngwutil.c,requirements forbid characters iso png-12 except png-10 nul character newline discourage latin leave forbidden contents non meet
2610,pngwrite.c,componentalpha component<alpha
1574,pngrtran.c,source
982,pngrutil.c,inflate
2613,pngwrite.c,Convert the component to sRGB.
1153,pngrutil.c,checked below
4154,pngvalid.c,image_pixel_add_alpha
121,pngwutil.c,sure include null
5009,pngfix.c,readwrite
1102,pngrutil.c,PRIVATE
4461,pngvalid.c,max
3526,pngvalid.c,Used to read a saved file
3797,pngvalid.c,pending header
4561,pngvalid.c,determined input-5 variety stored produced library appear addition floor requires returns api behavior exact use_input_precision encoder subsequent forces spec above corresponding since png-sample samplemaxsample means assume receives andor because decoder answer performed that calculate input5 restriction given quantization bits require corrected top sources obtain allows max-outmax-in compare code approximations limits accuracy scaled specified subset scaling tests scales included section
1804,png.c,coefficients accuracy blue-xred-scale cannot undo come axis lost introduced reverse end-points calculation approach points drops decimal blue-y equation notice factors non-zero approaches ceil100000327672 sure blue-yblue-scale green-c avoid colorxcolor-y numerator chromaticities determinant sufficient solved irrelevant red-c overflow corresponding summarised since floating intersection note factor assume vector chromaticity red-zred-scale colorxcolor-z blue-x redgreenbluexxyz color-z blue-ywhite-scale uses blue-xgreen-scale because property end-point blue-xblue-scale scale matrix calculating describes numbers simple blue-y-green-y xyz1 becomes red-scalegreen-scaleblue-scale terms example seems kodak records see loses think derived given determinants within blue-cblue-scale statement green-zgreen-scale inversion blue-xwhite-scale white-z top plane white-c known gives involves green-cgreen-scale red-yred-scale red-cred-scale matrices multiplication equations red-x differences product blue-yred-scale gamut guarantee origin green-xgreen-scale white_scale get green-y red-scalegreen-scale blue-xred-y want freedom red-y calculate white-scale hence rule blue-yred-x code without relationship intersects tend white-ywhite-y green-ygreen-scale green-scale alternative applied obey scaled color-scale difference recorded cramers white-xwhite-y proceed blue-zblue-scale algorithm degree solution resultant makes calculated white-y representation red-xred-scale green-x using color-c blue-scale simplify adobe inherent cant world match blue-ygreen-scale solve tristimulus blue-c color-x reference red-scale color-y assumption signed eliminating requires choice involve places white-cwhite-scale redgreenbluewhitexxy depends white-x inverse products prophoto
4901,pngfix.c,read_chunk running
6,pngwutil.c,passing total_length lengths
488,pngtrans.c,nonzero reaches copied points channels-1 etc copy beyond copies loop
2175,png.c,read_alpha_mode read_background
3713,pngvalid.c,absolute
319,pngtest.c,order means nothing
837,pngread.c,else no change to the output
2939,pngimage.c,find
325,pngtest.c,s  T
2301,pngset.c,integer compilers complain overflow happens
2834,pngimage.c,returned bits
758,pngread.c,gamma: not used
4553,pngvalid.c,linearized correction report input_sample calculated unless
3573,pngvalid.c,markers
1861,png.c,red
2656,pngwrite.c,reflects balance speed-up note system loaded pngstest using determined experiment
