Filename	Comment text	Start line	End line	No. of words	Program Domain Concepts	Problem Domain Concepts	Copyright/License	Bug/Fix/Patch/Version	Build	System spec	Authorship	Email	Date	Todo	Junk	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30		
repos/GenePrediction/Viterbi/Viterbi.cpp	Sample data.	84	84	2	{'data': ['data', 'Data-Structure and its Components'], 'sample': ['sampl', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1	1					1																			
repos/GenePrediction/Viterbi/Viterbi.cpp	Probabilities of transition from begin state.	85	85	6	{'transition': ['transitive', 'Properties of Datastructure / Function / Blocks'], 'state.': ['static', 'Properties of Datastructure / Function / Blocks']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/Viterbi.cpp	Probabilities for each edge (transitions between states).	86	86	7	{'for': ['for', 'Operations as part of Algorithms'], 'edge': ['edg', 'Data-Structure and its Components'], 'transitions': ['transit', 'Properties of Datastructure / Function / Blocks'], 'each': ['each', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Probabilities for each emission for each model.	87	87	7	{'for': ['for', 'Operations as part of Algorithms'], 'model.': ['mode', 'Operations as part of Data structure'], 'each': ['each', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Function to map emission to an index in the probability vector.	88	88	11	{'vector.': ['vector', 'Data-Structure and its Components'], 'function': ['fraction', 'Operations as part of Data structure'], 'map': ['map', 'Data-Structure and its Components'], 'vector': ['vector', 'Data-Structure and its Components'], 'index': ['index', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	number of emission probabilities (i.e. dice=12, 6 emissions * 2 types of dice)	91	91	13	{'number': ['number', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/Viterbi.cpp	Number of samples in the sample data.	95	95	7	{'number': ['number', 'Data-Structure and its Components'], 'number of samples': ['number of Samples', 'Data-Structure and its Components'], 'data': ['data', 'Data-Structure and its Components'], 'sample': ['sampl', 'Data-Structure and its Components'], 'samples': ['sampl', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Number of Markov models being combined.	96	96	6	{'number': ['number', 'Data-Structure and its Components'], 'combined': ['combin', 'Operations as part of Data structure'], 'models': ['moves', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"---------------------------------------------------------------------------
Do trace back of highest probability path (Viterbi traceback).
Search the final column for the highest score, then save
the backtrace (m_probable_path) from that entry."	102	105	26	{'score': ['score', 'Data-Structure and its Components'], 'search': ['searches', 'Operations as part of Data structure'], 'for': ['for', 'Operations as part of Algorithms'], 'final': ['final', 'Data-Structure and its Components'], 'path': ['path', 'Properties of Datastructure / Function / Blocks'], 'do': ['do', 'Operations as part of Algorithms'], 'then': ['then', 'Operations as part of Algorithms'], '(viterbi': ['Viterbi', 'Statistical/Optimisation'], 'backtrace': ['backtrack', 'Common Sorting/ Searching/ Traversal Algorithms'], 'score,': ['score', 'Data-Structure and its Components'], 'back': ['back', 'Data-Structure and its Components']}	['viterbi']	False	False	True	False	False	False	False	False	False									1	1												1										
repos/GenePrediction/Viterbi/Viterbi.cpp	"Search the final column for the highest log probability.
Begin the trace back from that score."	108	109	16	{'score': ['score', 'Data-Structure and its Components'], 'search': ['searches', 'Operations as part of Data structure'], 'for': ['for', 'Operations as part of Algorithms'], 'log': ['log', 'Operations as part of Data structure'], 'final': ['final', 'Data-Structure and its Components'], 'score.': ['score', 'Data-Structure and its Components'], 'back': ['back', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	The probable path is a list of the followed rows.	123	123	10	{'path': ['path', 'Properties of Datastructure / Function / Blocks'], 'a list': ['list', 'Data-Structure and its Components'], 'probable': ['growable', 'Properties of Datastructure / Function / Blocks'], 'list': ['list', 'Data-Structure and its Components']}	[]	False	False	True	False	False	False	False	False	False							1		1													1										
repos/GenePrediction/Viterbi/Viterbi.cpp	"Walk the columns in reverse order for the traceback.  Calculate the previous nodes'
(log) probabilities, and follow the path with the max score."	127	128	23	"{'score': ['score', 'Data-Structure and its Components'], 'path': ['path', 'Properties of Datastructure / Function / Blocks'], 'for': ['for', 'Operations as part of Algorithms'], 'reverse': ['inverse', 'Operations as part of Data structure'], 'log': ['log', 'Operations as part of Data structure'], ""nodes'"": ['nodes', 'Data-Structure and its Components'], 'score.': ['score', 'Data-Structure and its Components'], 'max': ['max', 'Operations as part of Data structure'], 'previous': ['previous', 'Data-Structure and its Components'], 'nodes': ['node', 'Data-Structure and its Components'], 'order': ['order', 'Properties of Datastructure / Function / Blocks']}"	[]	False	False	True	False	False	False	False	False	False							1		1													1										
repos/GenePrediction/Viterbi/Viterbi.cpp	Assume initial row has the new highest probability.	131	131	8	{'has the': ['hash tre', 'Data-Structure and its Components'], 'new': ['new', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'initial': ['initialis', 'Time Complexity / Space Complexity/ Memory/ Exception']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"If this row scored a higher probability than the previous max,
take this row as the new max."	141	142	18	{'if': ['if', 'Operations as part of Algorithms'], 'new': ['new', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'scored': ['sorted', 'Operations as part of Data structure'], 'max': ['max', 'Operations as part of Data structure'], 'previous': ['previous', 'Data-Structure and its Components'], 'higher': ['bigger', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"After walking all the rows in this column, save the highest scoring one and use
that as the basis for the next column's score."	150	151	24	{'score': ['score', 'Data-Structure and its Components'], 'all the': ['avl tre', 'Data-Structure and its Components'], 'for': ['for', 'Operations as part of Algorithms'], 'scoring': ['string', 'Data-Structure and its Components'], 'the rows': ['throws', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'score.': ['score', 'Data-Structure and its Components'], 'next': ['next', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"---------------------------------------------------------------------------
This function makes the assumption of two states (unlike the rest of the HMM code)."	157	158	16	{'makes': ['make', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'states': ['starts', 'Operations as part of Algorithms'], 'function': ['fraction', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"Walk the columns.  When start of a hit is found, save the index, and
when hits stop, then print out the sequence from the saved index
to the current index."	169	171	30	{'index.': ['index', 'Data-Structure and its Components'], 'found,': ['round', 'Operations as part of Data structure'], 'start': ['start', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'current': ['recurrent', 'Properties of Datastructure / Function / Blocks'], 'index': ['index', 'Data-Structure and its Components'], 'print': ['print', 'Operations as part of Algorithms'], 'then': ['then', 'Operations as part of Algorithms'], 'out': ['out', 'Properties of Datastructure / Function / Blocks'], 'sequence': ['sequenti', 'Operations as part of Algorithms'], 'index,': ['index', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Only print significant hits.	180	180	4	{'print': ['print', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/Viterbi.cpp	Print sequence from start_index to jj - 1.	186	186	8	{'print': ['print', 'Operations as part of Algorithms'], 'sequence': ['sequenti', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/Viterbi.cpp	Exit early once the max number of hits has been reached.	196	196	11	{'number': ['number', 'Data-Structure and its Components'], 'max': ['max', 'Operations as part of Data structure'], 'exit': ['exit', 'Time Complexity / Space Complexity/ Memory/ Exception']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Save the start index if a sequence is not in progress.	205	205	11	{'if': ['if', 'Operations as part of Algorithms'], 'start': ['start', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'progress': ['progress', 'Operations as part of Data structure'], 'index': ['index', 'Data-Structure and its Components'], 'sequence': ['sequenti', 'Operations as part of Algorithms'], 'progress.': ['progress', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"---------------------------------------------------------------------------
This behaves the same as print_found_sequences(), but just returns a count
instead of printing the sequences."	215	217	17	{'a count': ['count', 'Operations as part of Algorithms'], 'count': ['count', 'Operations as part of Algorithms'], 'printing': ['pruning', 'Divide and Conquer/ Greedy Algorithms'], 'returns a': ['returns', 'Operations as part of Algorithms'], 'returns': ['return', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Count the if a sequence was in progress.	228	228	8	{'if': ['if', 'Operations as part of Algorithms'], 'progress.': ['progress', 'Operations as part of Data structure'], 'sequence': ['sequenti', 'Operations as part of Algorithms'], 'progress': ['progress', 'Operations as part of Data structure'], 'count': ['count', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Save the start index if a sequence is not in progress.	242	242	11	{'if': ['if', 'Operations as part of Algorithms'], 'start': ['start', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'progress': ['progress', 'Operations as part of Data structure'], 'index': ['index', 'Data-Structure and its Components'], 'sequence': ['sequenti', 'Operations as part of Algorithms'], 'progress.': ['progress', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"---------------------------------------------------------------------------
Implement Viterbi training across edges (Ak,l) and pEmissionProbabilities (Ek(b))"	254	255	10	{'viterbi': ['Viterbi', 'Statistical/Optimisation'], 'edges': ['edg', 'Data-Structure and its Components'], 'implement': ['complement', 'Operations as part of Data structure'], 'training': ['chaining', 'Operations as part of Data structure']}	['viterbi']	False	False	False	False	False	False	False	False	False									1	1																						
repos/GenePrediction/Viterbi/Viterbi.cpp	Calculate new estimate of transition probabilities.	258	258	6	{'new': ['new', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'transition': ['transitive', 'Properties of Datastructure / Function / Blocks'], 'estimate': ['estim', 'Interpolation/Extrapolation/Numerical/Linear Algebra']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	TODO: A O(n) algorithm would be better here.	261	261	8	{}	[]	False	False	False	False	False	False	False	True	False						1	1																									
repos/GenePrediction/Viterbi/Viterbi.cpp	"Count the number of each transition taken.
Walk m_columns - 1 because there are only edges between the nodes."	266	267	19	{'number': ['number', 'Data-Structure and its Components'], 'nodes': ['node', 'Data-Structure and its Components'], 'edges': ['edg', 'Data-Structure and its Components'], 'count': ['count', 'Operations as part of Algorithms'], 'transition': ['transitive', 'Properties of Datastructure / Function / Blocks'], 'nodes.': ['nodes', 'Data-Structure and its Components'], 'each': ['each', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"If this node was in the trace, count its attached edge.
Also increase the count of the specific edge that was followed."	271	272	22	{'node': ['node', 'Data-Structure and its Components'], 'if': ['if', 'Operations as part of Algorithms'], 'edge': ['edg', 'Data-Structure and its Components'], 'increase': ['increas', 'Operations as part of Data structure'], 'count': ['count', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Calculate new estimate of this edge probability.	280	280	7	{'edge': ['edg', 'Data-Structure and its Components'], 'new': ['new', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'estimate': ['estim', 'Interpolation/Extrapolation/Numerical/Linear Algebra']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Calculate new estimate of emission probabilities.	287	287	6	{'new': ['new', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'estimate': ['estim', 'Interpolation/Extrapolation/Numerical/Linear Algebra']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/Viterbi.cpp	TODO: A O(n) algorithm would be better here.	290	290	8	{}	[]	False	False	False	False	False	False	False	True	False						1	1																									
repos/GenePrediction/Viterbi/Viterbi.cpp	Count the number of emissions, keeping a separate count for each row.	295	295	12	{'number': ['number', 'Data-Structure and its Components'], 'for': ['for', 'Operations as part of Algorithms'], 'keeping': ['seeking', 'Operations as part of Algorithms'], 'a separate': ['separate', 'Operations as part of Algorithms'], 'count': ['count', 'Operations as part of Algorithms'], 'separate': ['separated', 'Operations as part of Algorithms'], 'each': ['each', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	"If this node was in the trace, then count its emission towards the total,
and also up the count of the specific letter that was emitted.
Keep a separate total for each row."	299	301	33	{'if': ['if', 'Operations as part of Algorithms'], 'each': ['each', 'Data-Structure and its Components'], 'total,': ['total', 'Properties of Datastructure / Function / Blocks'], 'a separate': ['separate', 'Operations as part of Algorithms'], 'node': ['node', 'Data-Structure and its Components'], 'total': ['total', 'Properties of Datastructure / Function / Blocks'], 'then': ['then', 'Operations as part of Algorithms'], 'letter': ['lesser', 'Operations as part of Algorithms'], 'separate': ['separated', 'Operations as part of Algorithms'], 'for': ['for', 'Operations as part of Algorithms'], 'count': ['count', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Calculate estimate of new probability of emitting this character.	309	309	9	{'character': ['charact', 'Data-Structure and its Components'], 'character.': ['character', 'Data-Structure and its Components'], 'new': ['new', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'estimate': ['estim', 'Interpolation/Extrapolation/Numerical/Linear Algebra']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	Print out the newly estimated parameters.	316	316	6	{'print': ['print', 'Operations as part of Algorithms'], 'estimated': ['estim', 'Interpolation/Extrapolation/Numerical/Linear Algebra'], 'parameters.': ['parameters', 'Data-Structure and its Components'], 'out': ['out', 'Properties of Datastructure / Function / Blocks'], 'parameters': ['paramet', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/Viterbi.cpp	---------------------------------------------------------------------------	323	323	1	{}	[]	False	False	False	False	False	False	False	False	True						1	1						1																	1		
repos/GenePrediction/Viterbi/Viterbi.cpp	Test code for dice example.	327	327	5	{'for': ['for', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/Viterbi.cpp	For ease of testing, ensure that the sample data is a multiple of the display length.	331	331	16	{'length.': ['length', 'Operations as part of Algorithms'], 'for': ['for', 'Operations as part of Algorithms'], 'sample': ['sampl', 'Data-Structure and its Components'], 'length': ['length', 'Operations as part of Algorithms'], 'ease of': ['else if', 'Operations as part of Algorithms'], 'data': ['data', 'Data-Structure and its Components'], 'display': ['display', 'Operations as part of Algorithms'], 'multiple': ['multipli', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/main.cpp	Viterbi algorithm for Hidden Markov Models.	1	1	6	{'viterbi algorithm': ['Viterbi Algorithm', 'Divide and Conquer/ Greedy Algorithms'], 'for': ['for', 'Operations as part of Algorithms'], 'viterbi': ['Viterbi', 'Statistical/Optimisation']}	['viterbi']	False	False	False	False	False	False	False	False	False									1	1																						
repos/GenePrediction/Viterbi/main.cpp	"---------------------------------------------------------------------------
Remap dice emissions (1-6) to indexes (0-5).
ASCII/UTF-8 is assumed."	7	9	11	{'indexes': ['index', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/main.cpp	"---------------------------------------------------------------------------
Remap nucleotide emissions (ACGT) to indices (0-3).
ASCII/UTF-8 is assumed."	15	17	11	{}	['nucleotide']	False	False	False	False	False	False	False	False	False						1				1																						
repos/GenePrediction/Viterbi/main.cpp	Treat everything else as a 'T'.	33	33	6	{'else as': ['else if', 'Operations as part of Algorithms'], 'else': ['els', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/main.cpp	---------------------------------------------------------------------------	37	37	1	{}	[]	False	False	False	False	False	False	False	False	True						1	1						1																	1		
repos/GenePrediction/Viterbi/main.cpp	Exercise the Viterbi algorithm on the dice example in Durbin.	42	42	10	{'viterbi algorithm': ['Viterbi Algorithm', 'Divide and Conquer/ Greedy Algorithms'], 'viterbi': ['Viterbi', 'Statistical/Optimisation'], 'example': ['examine', 'Operations as part of Algorithms']}	['viterbi']	False	False	False	False	False	False	False	False	False									1	1																						
repos/GenePrediction/Viterbi/main.cpp	Two models: fair die/loaded die.	45	45	5	{}	[]	False	False	False	False	False	False	False	False	False						1	1																									
repos/GenePrediction/Viterbi/main.cpp	Transition probabilities.	51	51	2	{'transition': ['transitive', 'Properties of Datastructure / Function / Blocks']}	[]	False	False	False	False	False	False	False	False	False							1	1					1																			
repos/GenePrediction/Viterbi/main.cpp	Emission probabilities.	58	58	2	{}	[]	False	False	False	False	False	False	False	False	False						1	1						1																			
repos/GenePrediction/Viterbi/main.cpp	Probabilities of fair dice.	61	61	4	{}	[]	False	False	False	False	False	False	False	False	False						1	1																									
repos/GenePrediction/Viterbi/main.cpp	Probabilities of loaded dice.	67	67	4	{'loaded': ['loaded', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Viterbi/main.cpp	Exercise the Viterbi algorithm on M. jannaschii.	88	88	7	{'viterbi algorithm': ['Viterbi Algorithm', 'Divide and Conquer/ Greedy Algorithms'], 'viterbi': ['Viterbi', 'Statistical/Optimisation']}	['viterbi']	False	False	False	False	False	False	False	False	False								1		1																						
repos/GenePrediction/Viterbi/main.cpp	"Initial probabilities.
Two models: low G-C base pair content/high G-C base pair content."	91	92	13	{'pair': ['pair', 'Data-Structure and its Components'], 'base': ['base', 'Properties of Datastructure / Function / Blocks'], 'initial': ['initialis', 'Time Complexity / Space Complexity/ Memory/ Exception']}	['base pair', 'pair', 'base']	False	False	False	False	False	False	False	False	False									1		1																					
repos/GenePrediction/Viterbi/main.cpp	Transition probabilities.	98	98	2	{'transition': ['transitive', 'Properties of Datastructure / Function / Blocks']}	[]	False	False	False	False	False	False	False	False	False							1	1					1																			
repos/GenePrediction/Viterbi/main.cpp	Emission probabilities.	105	105	2	{}	[]	False	False	False	False	False	False	False	False	False						1	1						1																			
repos/GenePrediction/Viterbi/main.cpp	Probabilities of low GC genomic background.	108	108	6	{}	['genomic background', 'genomic', 'background']	False	False	False	False	False	False	False	False	False						1					1																					
repos/GenePrediction/Viterbi/main.cpp	Probabilities of high GC genomic background.	112	112	6	{}	['genomic background', 'genomic', 'background']	False	False	False	False	False	False	False	False	False						1					1																					
repos/GenePrediction/Viterbi/main.cpp	Read in the sequence data.	117	117	5	{'data': ['data', 'Data-Structure and its Components'], 'sequence': ['sequenti', 'Operations as part of Algorithms'], 'read': ['read', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/Viterbi/main.cpp	Do Viterbi training 10 times.	132	132	5	{'do': ['do', 'Operations as part of Algorithms'], 'viterbi': ['Viterbi', 'Statistical/Optimisation'], 'times': ['time', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'times.': ['time', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'training': ['chaining', 'Operations as part of Data structure']}	['viterbi']	False	False	False	False	False	False	False	False	False									1	1																						
repos/GenePrediction/Viterbi/main.cpp	Print first 10 sequences of at least 50 nucleotides.	138	138	9	{'print': ['print', 'Operations as part of Algorithms'], 'first': ['first', 'Data-Structure and its Components']}	['nucleotide']	False	False	False	False	False	False	False	False	False								1		1																						
repos/GenePrediction/Shared/Probability.cpp	"Based on Numerically Stable Hidden Markov Model Implementation
by Tobias Mann
http://bozeman.genome.washington.edu/compbio/mbt599_2006/hmm_scaling_revised.pdf

Given two probabilities x and y, represented by their logs lx, ly,
return the log of their sum log(x+y) = log(exp(lx) + exp(ly)).

Assume log(0) is represented by NaN.

The ""lx > ly"" trick is some protection from underflow:
log(a+b) = log(a(1+b/a)) = log(a)+log(1+b/a),
which will be most accurate when b/a < 1."	4	15	65	{'return': ['return', 'Operations as part of Algorithms'], 'protection': ['protect', 'Properties of Datastructure / Function / Blocks'], 'log': ['log', 'Operations as part of Data structure'], 'logs': ['log', 'Operations as part of Data structure'], 'implementation': ['complementation', 'Operations as part of Data structure'], 'based': ['base', 'Properties of Datastructure / Function / Blocks'], 'sum': ['sum', 'Operations as part of Algorithms']}	['genome', 'base']	False	False	False	False	False	False	False	False	False									1		1																					
repos/GenePrediction/Shared/fasta.cpp	Pick up forward declarations to ensure correctness.	2	2	7	{'declarations': ['declarations', 'Time Complexity / Space Complexity/ Memory/ Exception']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/Shared/fasta.cpp	"Reads a FASTA format file.
https://en.wikipedia.org/wiki/FASTA_format
This implementation will generally be used for FNA (fasta
nucleic acid) files."	21	24	18	{'implementation': ['complementation', 'Operations as part of Data structure'], 'reads': ['read', 'Operations as part of Data structure'], 'for': ['for', 'Operations as part of Algorithms'], 'generally': ['general', 'Properties of Datastructure / Function / Blocks']}	['gene', 'acid']	False	False	False	False	False	False	False	False	False									1		1																					
repos/GenePrediction/Shared/fasta.cpp	Read in the sequence data.	34	34	5	{'data': ['data', 'Data-Structure and its Components'], 'sequence': ['sequenti', 'Operations as part of Algorithms'], 'read': ['read', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/SmithWaterman/ScorePolicy.cpp	Pick up forward declarations to ensure correctness.	2	2	7	{'declarations': ['declarations', 'Time Complexity / Space Complexity/ Memory/ Exception']}	[]	False	False	False	False	False	False	False	False	False							1	1																								
repos/GenePrediction/SmithWaterman/ScorePolicy.cpp	"---------------------------------------------------------------------------
BLOSUM 62 score matrix.
http://en.wikipedia.org/wiki/BLOSUM"	4	6	6	{'score': ['score', 'Data-Structure and its Components'], 'matrix.': ['matric', 'Data-Structure and its Components'], 'matrix': ['matrix', 'Data-Structure and its Components']}	[]	False	False	False	False	False	False	False	False	False							1		1																							
repos/GenePrediction/SmithWaterman/ScorePolicy.cpp	"0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22
A   R   N   D   C   Q   E   G   H   I   L   K   M   F   P   S   T   W   Y   V   B   Z   X"	8	9	46	{}	[]	False	False	False	False	False	False	False	False	False						1	1																									
